property_url,full_street_line,unit,estimated_value,assessed_value,sold_price,last_sold_date,months_since_sale,sqft,beds,baths,neighborhoods,list_date,tax,lot_sqft,new_construction,stories,monthly_appreciation,monthly_appreciation_rate
https://www.realtor.com/realestateandhomes-detail/520-Wormwood-St-SE_Salem_OR_97306_M29645-72450,520 Wormwood St SE,,414200.0,194600.0,421000,2024-07-11,12.253613666228645,1219.0,3.0,,South Gateway,2024-12-04,3820.0,6098.0,False,1.0,-555,-0.13182897862232779
https://www.realtor.com/realestateandhomes-detail/4244-Hazelgreen-Rd-NE_Salem_OR_97305_M93771-29401,4244 Hazelgreen Rd NE,,67000.0,,69000,2023-09-20,21.944809461235216,840.0,2.0,,Northgate,2023-08-24,,,False,,-91,-0.1318840579710145
https://www.realtor.com/realestateandhomes-detail/3945-Croisan-Mountain-Dr-S_Salem_OR_97302_M26504-57821,3945 Croisan Mountain Dr S,,1175286.0,738140.0,1200000,2024-04-01,15.571616294349539,3943.0,4.0,2.5,"Southwest Salem, Croisan-Illahe",2023-07-26,14492.0,16988.0,False,2.0,-1587,-0.13225
https://www.realtor.com/realestateandhomes-detail/1120-14th-St-SE_Salem_OR_97302_M24456-22524,1120 14th St SE,,413212.0,151670.0,435000,2022-06-01,37.582128777923785,1932.0,7.0,,Southeast Salem,2024-07-30,2977.0,,False,1.0,-580,-0.13333333333333333
https://www.realtor.com/realestateandhomes-detail/1541-Canary-Ct-NE_Salem_OR_97301_M10631-78160,1541 Canary Ct NE,,402100.0,182850.0,423500,2022-05-24,37.844940867279895,1228.0,3.0,,East Lancaster,2024-07-30,3590.0,5227.0,False,1.0,-565,-0.1334120425029516
https://www.realtor.com/realestateandhomes-detail/515-Welcome-Way-SE_Salem_OR_97302_M21136-04654,515 Welcome Way SE,,638000.0,336340.0,650000,2024-05-24,13.830486202365309,2444.0,3.0,,Faye Wright,2024-04-19,6603.0,11326.0,False,,-868,-0.13353846153846155
https://www.realtor.com/realestateandhomes-detail/2819-Vibbert-St-S_Salem_OR_97302_M25767-23042,2819 Vibbert St S,,664500.0,388320.0,686800,2023-07-17,24.080157687253614,2712.0,4.0,2.5,"South Salem, Southwest Salem",,7624.0,6215.0,False,2.0,-926,-0.13482818870122307
https://www.realtor.com/realestateandhomes-detail/4836-Oregano-Ave-NE_Salem_OR_97301_M96326-56651,4836 Oregano Ave NE,,438000.0,3480.0,441995,2024-12-27,6.701708278580814,1880.0,4.0,2.5,,2025-05-02,68.0,,True,2.0,-596,-0.13484315433432506
https://www.realtor.com/realestateandhomes-detail/1854-Capitol-St-NE_Salem_OR_97301_M27940-48722,1854 Capitol St NE,,334935.0,,341250,2024-05-28,13.699080157687254,1040.0,2.0,,Highland,2024-07-30,,5662.0,False,2.0,-461,-0.1350915750915751
https://www.realtor.com/realestateandhomes-detail/4834-Chive-Ave-NE_Salem_OR_97301_M90110-64426,4834 Chive Ave NE,,436000.0,3480.0,439995,2024-12-27,6.701708278580814,1880.0,4.0,2.5,,2025-05-02,68.0,,True,2.0,-596,-0.13545608472823556
https://www.realtor.com/realestateandhomes-detail/503-Eagle-View-Dr-NW_Salem_OR_97304_M25556-59527,503 Eagle View Dr NW,,589000.0,327550.0,619000,2022-07-27,35.74244415243101,2262.0,4.0,2.5,West Salem,,6172.0,10220.0,False,1.0,-839,-0.13554119547657512
https://www.realtor.com/realestateandhomes-detail/4839-Chive-Ave-NE-361_Salem_OR_97301_M92809-64145,4839 Chive Ave NENE Lot 361,Lot 361,416000.0,,419995,2024-12-18,6.9973718791064385,1681.0,3.0,2.5,,2024-11-21,,4792.0,True,,-571,-0.13595399945237444
